deque([113.30242156982422, 0, 0, 0, 0, 0, 0, 0, 0, 0], maxlen=10)
deque([99.48453903198242, 113.30242156982422, 0, 0, 0, 0, 0, 0, 0, 0], maxlen=10)
deque([119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0, 0, 0, 0, 0, 0], maxlen=10)
deque([97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0, 0, 0, 0, 0], maxlen=10)
deque([103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0, 0, 0, 0], maxlen=10)
deque([99.68395233154297, 103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0, 0, 0], maxlen=10)
deque([111.73629760742188, 99.68395233154297, 103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0, 0], maxlen=10)
deque([117.47632026672363, 111.73629760742188, 99.68395233154297, 103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0, 0], maxlen=10)
deque([113.10381889343262, 117.47632026672363, 111.73629760742188, 99.68395233154297, 103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422, 0], maxlen=10)
deque([109.7527027130127, 113.10381889343262, 117.47632026672363, 111.73629760742188, 99.68395233154297, 103.42741012573242, 97.21317291259766, 119.54989433288574, 99.48453903198242, 113.30242156982422], maxlen=10)
